DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,PEDESTRIAN,SPEEDING,NEIGHBOURHOOD_158,DIVISION
3/20/2011 8:00:00 AM,2215,MARKHAM RD,DUNELM ST,Major Arterial,Scarborough,43.747145,-79.22069,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,85 to 89,South,Unknown,Unknown,Unknown,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Medical or Physical Disability,Unknown,Yes,No,Scarborough Village,D43
2/26/2017 10:00:00 AM,300,EGLINTON AVE E,BRIMLEY RD,Major Arterial,Scarborough,43.736624,-79.24805,Intersection Related,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Passenger,20 to 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Kennedy Park,D41
9/24/2007 8:00:00 AM,235,BROADVIEW AVE,VICTOR AVE,Minor Arterial,Toronto and East York,43.667345,-79.35339,Unknown,No Control,Clear,Dark,Dry,0,SMV Other,Other Property Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,North Riverdale,D55
8/19/2022 8:00:00 AM,1804,ROYAL YORK RD,STRATH HUMBER CRT,Minor Arterial,Etobicoke York,43.661727,-79.517726,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,45 to 49,North,Turning Left,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Edenbridge-Humber Valley,D22
1/8/2010 10:00:00 AM,302,UNIVERSITY Ave,DUNDAS St W,Major Arterial,Toronto and East York,43.654745,-79.38829,Unknown,No Control,Clear,Dark,Wet,0,Pedestrian Collisions,Pedestrian,60 to 64,East,Going Ahead,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,Unknown,Yes,No,Yonge-Bay Corridor,D52
6/13/2017 8:00:00 AM,854,BATHURST ST,REINER RD,Major Arterial,North York,43.752307,-79.437686,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Driver,65 to 69,East,Turning Left,Failed to Yield Right of Way,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Lansing-Westgate,D32
12/12/2020 10:00:00 AM,325,1206 AVENUE RD,Unknown,Major Arterial,North York,43.712023,-79.411685,Intersection Related,No Control,Clear,"Dark, artificial",Dry,0,SMV Other,Driver,35 to 39,South,Going Ahead,Lost control,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,Lawrence Park South,D53
10/22/2007 8:00:00 AM,945,TECUMSETH ST,RICHMOND ST W,Local,Toronto and East York,43.645945,-79.40629,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,West Queen West,D14
2/3/2017 10:00:00 AM,1430,BAY ST,GROSVENOR ST,Major Arterial,Toronto and East York,43.662398,-79.38634,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,20 to 24,South,Going Ahead,Other,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Bay-Cloverhill,D52
5/10/2021 8:00:00 AM,1752,WESTON  RD,STEELES AVE W,Major Arterial,Etobicoke York,43.770209,-79.546481,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Driver,30 to 34,North,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Humber Summit,D31
6/1/2006 8:00:00 AM,1203,MCCOWAN RD,EGLINTON AVE E,Major Arterial,Scarborough,43.738845,-79.23839,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Passenger,15 to 19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Eglinton East,D43
6/3/2012 8:00:00 AM,1915,KINGSTON RD,MEADOWVALE RD,Minor Arterial,Scarborough,43.788745,-79.16219,At Intersection,No Control,Clear,Daylight,Dry,0,Turning Movement,Driver,40 to 44,East,Turning Left,Improper Turn,Medical or Physical Disability,Unknown,Unknown,Unknown,Unknown,No,No,Highland Creek,D43
5/26/2013 8:00:00 AM,1905,CENTRE Ave,DUNDAS St W,Local,Toronto and East York,43.654545,-79.38699,Unknown,No Control,Clear,"Daylight, artificial",Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yonge-Bay Corridor,D52
8/12/2020 8:00:00 AM,1528,ST CLAIR AVE E,NORTH BONNINGTON AVE,Major Arterial,Scarborough,43.715445,-79.265682,At Intersection,No Control,Clear,Daylight,Dry,0,Rear End,Passenger,85 to 89,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Clairlea-Birchmount,D41
10/20/2015 8:00:00 AM,1250,QUEEN ST W,BEACONSFIELD AVE,Major Arterial,Toronto and East York,43.643004,-79.424808,Non Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,30 to 34,East,Stopped,Other,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,Little Portugal,D14
10/29/2011 8:00:00 AM,2020,FINCH Aven W,KIPLING Aven,Major Arterial,Etobicoke York,43.743245,-79.58199,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,25 to 29,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Thistletown-Beaumond Heights,D23
10/12/2011 8:00:00 AM,1214,YONGE ST,BALLIOL ST,Major Arterial,Toronto and East York,43.697345,-79.39649,At Intersection,No Control,Rain,Daylight,Wet,0,Pedestrian Collisions,Driver,60 to 64,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Yonge-Eglinton,D53
10/5/2017 8:00:00 AM,1330,QUEEN ST W,PORTLAND ST,Major Arterial,Toronto and East York,43.647635,-79.40137,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,30 to 34,West,Making U Turn,Improper Turn,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Wellington Place,D14
10/16/2009 8:00:00 AM,220,225 QUEEN ST W,QUEEN Stre W,Major Arterial,Toronto and East York,43.650545,-79.38799,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,35 to 39,East,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Wellington Place,D52
6/26/2007 8:00:00 AM,1935,LESLIE ST,TOTTENHAM RD,Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,0,Rear End,Other,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Banbury-Don Mills,D33
8/23/2012 8:00:00 AM,1239,MIDLAND AVE,DORCOT AVE,Major Arterial,Scarborough,43.759445,-79.26799,Unknown,No Control,Clear,Daylight,Dry,0,Approaching,Other Property Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Bendale-Glen Andrew,D41
12/6/2009 10:00:00 AM,750,EGLINTON AVE W,EXPLORER DR,Major Arterial,Etobicoke York,43.659745,-79.59409,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Other Property Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Eringate-Centennial-West Deane,D22
8/9/2011 8:00:00 AM,2141,ST CLAIR AVE E,VICROSS RD,Major Arterial,Toronto and East York,43.707845,-79.30189,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,55 to 59,South,Unknown,Unknown,Unknown,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,Unknown,Yes,No,O'Connor-Parkview,D55
12/9/2008 10:00:00 AM,1830,MACPHERSON AVE,SPADINA RD,Minor Arterial,Toronto and East York,43.675845,-79.40749,At Intersection,No Control,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,55 to 59,North,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,Unknown,Yes,No,Casa Loma,D13
7/22/2010 8:00:00 AM,1234,KING ST W,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.647643,-79.384792,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,25 to 29,East,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Yonge-Bay Corridor,D52
1/17/2014 10:00:00 AM,1528,JANE ST,PRITCHARD AVE,Major Arterial,Etobicoke York,43.669467,-79.492801,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,65 to 69,North,Going Ahead,Disobeyed Traffic Control,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Rockcliffe-Smythe,D12
8/14/2023 8:00:00 AM,2047,YONGE ST,ROXBOROUGH ST E,Collector,Toronto and East York,43.678099,-79.388713,Intersection Related,Stop Sign,Clear,"Dark, artificial",Dry,0,SMV Other,Driver,35 to 39,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Rosedale-Moore Park,D53
7/8/2017 8:00:00 AM,1900,KIPLING  AVE,CLEMENT RD,Major Arterial,Etobicoke York,43.681307,-79.552768,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Driver,20 to 24,South,Going Ahead,Speed too Fast For Condition,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Willowridge-Martingrove-Richview,D23
9/2/2018 8:00:00 AM,1346,DUPONT ST,LANSDOWNE AVE,Major Arterial,Toronto and East York,43.666651,-79.446422,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,30 to 34,North,Going Ahead,Exceeding Speed Limit,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Junction-Wallace Emerson,D11
4/11/2006 8:00:00 AM,1530,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,43.674445,-79.56319,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Driver,60 to 64,East,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Eringate-Centennial-West Deane,D22
10/12/2015 8:00:00 AM,1830,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,43.674468,-79.563159,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Passenger,5 to 9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Princess-Rosethorn,D22
12/31/2011 10:00:00 AM,1425,VICTORIA PARK Aven,PARKWOODS VILLAGE Driv,Major Arterial,North York,43.757845,-79.31529,At Intersection,Traffic Signal,Clear,Daylight,Wet,0,Turning Movement,Driver,30 to 34,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Fenside-Parkwoods,D33
9/2/2013 8:00:00 AM,2152,THE WEST MALL,CIVIC CENTRE CRT,Minor Arterial,Etobicoke York,43.642237,-79.56599,Unknown,Traffic Signal,Clear,Dark,Dry,0,Cyclist Collisions,Cyclist,25 to 29,North,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,Motorist turning right on red at signalized intersection strikes cyclist.,No,No,Etobicoke West Mall,D22
6/19/2010 8:00:00 AM,1932,WARDEN AVE,HYMUS RD,Major Arterial,Scarborough,43.719545,-79.28419,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Driver,30 to 34,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Clairlea-Birchmount,D41
9/24/2009 8:00:00 AM,1730,DUPONT ST,OSLER ST,Major Arterial,Toronto and East York,43.664545,-79.45659,Unknown,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,35 to 39,East,Turning Left,Improper Turn,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Junction-Wallace Emerson,D11
8/23/2023 8:00:00 AM,1733,DIXON RD,CITY VIEW DR,Major Arterial,Etobicoke York,43.690383,-79.57632,At/Near Private Drive,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,60 to 64,Unknown,Unknown,Unknown,Unknown,Pedestrian hit at mid-block,Crossing without right of way,Normal,Unknown,Yes,No,West Humber-Clairville,D23
4/1/2016 8:00:00 AM,2206,THE QUEENSWAY,ROYAL YORK RD,Major Arterial,Etobicoke York,43.626326,-79.50262,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Driver,20 to 24,West,Going Ahead,Exceeding Speed Limit,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Stonegate-Queensway,D22
4/11/2019 8:00:00 AM,2355,ROYAL YORK RD,MEADOWVALE DR,Minor Arterial,Etobicoke York,43.645533,-79.510593,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Approaching,Driver,30 to 34,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Stonegate-Queensway,D22
6/8/2008 8:00:00 AM,800,MORNINGSIDE AVE,MCLEVIN AVE,Major Arterial,Scarborough,43.808945,-79.20269,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Driver,45 to 49,West,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Morningside Heights,D42
2/9/2021 10:00:00 AM,1747,DIXON RD,CARLINGVIEW DR,Major Arterial,Etobicoke York,43.686686,-79.595523,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Angle,Driver,45 to 49,West,Going Ahead,Disobeyed Traffic Control,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,West Humber-Clairville,D23
2/17/2008 10:00:00 AM,215,1601 LAKE SHORE BLVD W,Unknown,Major Arterial,Toronto and East York,43.636945,-79.44689,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown,Unknown,Unknown,Unknown,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive,Unknown,Yes,No,South Parkdale,D11
6/29/2012 8:00:00 AM,1840,BLOOR ST W,DURIE ST,Major Arterial,Toronto and East York,43.650745,-79.47819,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,45 to 49,North,Going Ahead,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Runnymede-Bloor West Village,D11
12/8/2020 10:00:00 AM,1803,MCCOWAN RD,LAWRENCE  AVE E,Major Arterial,Scarborough,43.755477,-79.245387,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,45 to 49,North,Going Ahead,Disobeyed Traffic Control,Inattentive,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Bendale South,D43
6/13/2006 8:00:00 AM,2124,SILVERSTONE DR,ALBION RD,Major Arterial,Etobicoke York,43.742945,-79.60009,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,55 to 59,East,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,Yes,West Humber-Clairville,D23
12/16/2014 10:00:00 AM,1910,ALBION RD,RIVERDALE DR,Major Arterial,Etobicoke York,43.735346,-79.561374,Intersection Related,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,45 to 49,Unknown,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Thistletown-Beaumond Heights,D23
10/27/2006 8:00:00 AM,2330,1345 BAYVIEW AVE,AIRDRIE Road,Major Arterial,North York,43.699345,-79.37279,Unknown,No Control,Rain,Dark,Wet,0,SMV Other,Other Property Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Mount Pleasant East,D53
7/23/2021 8:00:00 AM,1335,VICTORIA PARK AVE,EDGE PARK  AVE,Major Arterial,Scarborough,43.718081,-79.299884,Non Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Passenger,35 to 39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Victoria Village,D55
12/25/2018 10:00:00 AM,2130,COSBURN AVE,WOODMOUNT AVE,Minor Arterial,Toronto and East York,43.695811,-79.319873,At Intersection,Stop Sign,Clear,"Dark, artificial",Wet,0,Angle,Other,unknown,North,Parked,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Danforth East York,D55
9/27/2015 8:00:00 AM,54,KEELE ST,ANNETTE ST,Major Arterial,Toronto and East York,43.663642,-79.463794,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,0,Cyclist Collisions,Cyclist,25 to 29,South,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",No,No,Junction Area,D11
2/16/2012 10:00:00 AM,1942,STEELES AVE E,YONGE ST,Major Arterial,North York,43.797945,-79.42009,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Newtonbrook West,D32
8/4/2008 8:00:00 AM,1737,DANFORTH Road,DANFORTH Aven,Major Arterial,Scarborough,43.693645,-79.27729,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Passenger,15 to 19,Unknown,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Oakridge,D41
2/17/2008 10:00:00 AM,1058,910 MARKHAM Rd,PAINTED POST Driv,Major Arterial,Scarborough,43.769045,-79.22899,Unknown,No Control,Rain,Daylight,Wet,0,Approaching,Driver,25 to 29,North,Going Ahead,Lost control,"Ability Impaired, Alcohol",Unknown,Unknown,Unknown,Unknown,No,No,Woburn North,D43
7/26/2006 8:00:00 AM,2135,ALBION RD,ARMEL CRT,Major Arterial,Etobicoke York,43.721345,-79.54559,At Intersection,Traffic Signal,Rain,Dark,Wet,0,Angle,Passenger,60 to 64,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Elms-Old Rexdale,D23
5/12/2021 8:00:00 AM,1409,DON VALLEY PARKWAY  N,EGLINTON AVE E,Expressway,North York,43.722068,-79.329791,Non Intersection,No Control,Clear,Daylight,Dry,0,Rear End,Driver,55 to 59,North,Slowing or Stopping,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Flemingdon Park,D55
3/1/2019 10:00:00 AM,1105,MARTIN GROVE RD,REXDALE BLVD,Major Arterial,Etobicoke York,43.714415,-79.581371,At/Near Private Drive,No Control,Clear,Daylight,Dry,0,Angle,Driver,80 to 84,East,Going Ahead,Failed to Yield Right of Way,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,West Humber-Clairville,D23
3/20/2006 10:00:00 AM,755,941 PROGRESS AVE,Unknown,Minor Arterial,Scarborough,43.783845,-79.23179,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,60 to 64,Unknown,Unknown,Unknown,Unknown,Other / Undefined,Running onto Roadway,Normal,Unknown,Yes,No,Woburn North,D43
8/18/2007 8:00:00 AM,1341,MADELAINE AVE,DANFORTH AVE,Major Arterial,Scarborough,43.692045,-79.28449,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,60 to 64,Unknown,Unknown,Unknown,Unknown,Other / Undefined,Other,Unknown,Unknown,Yes,No,Oakridge,D41
8/26/2008 8:00:00 AM,235,CARLAW Aven,LAKE SHORE Boul E,Major Arterial,Toronto and East York,43.654945,-79.33739,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Angle,Driver,30 to 34,South,Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol",Unknown,Unknown,Unknown,Unknown,No,No,South Riverdale,D55
11/6/2015 10:00:00 AM,1836,WILLIAM R ALLEN RD S,WILSON AVE,Unknown,North York,43.734896,-79.45045,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Driver,20 to 24,South,Going Ahead,Speed too Fast For Condition,Inattentive,Unknown,Unknown,Unknown,Unknown,No,Yes,Clanton Park,D32
2/4/2013 10:00:00 AM,1850,SPADINA RD,LONSDALE RD,Minor Arterial,Toronto and East York,43.688145,-79.41259,Unknown,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,70 to 74,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Forest Hill South,D13
8/21/2006 8:00:00 AM,1142,MCCOWAN RD,SHEPPARD AVE E,Major Arterial,Scarborough,43.789645,-79.25879,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Passenger,40 to 44,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Agincourt South-Malvern West,D42
1/31/2020 10:00:00 AM,845,LAKE SHORE BLVD W,KIPLING AVE,Major Arterial,Etobicoke York,43.59801,-79.517459,Non Intersection,No Control,Clear,Daylight,Dry,0,Other,Passenger,70 to 74,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,New Toronto,D22
6/11/2019 8:00:00 AM,1305,ST CLAIR AVE E,NORTH WOODROW BLVD,Major Arterial,Scarborough,43.715186,-79.266704,At Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,55 to 59,West,Going Ahead,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Clairlea-Birchmount,D41
3/24/2019 8:00:00 AM,2235,KEELE ST,WILSON AVE,Major Arterial,North York,43.726569,-79.482028,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Passenger,15 to 19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Downsview,D31
8/7/2014 8:00:00 AM,2022,LAKE SHORE BLVD E,LOWER SHERBOURNE ST,Major Arterial,Toronto and East York,43.64643,-79.366123,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Sideswipe,Driver,45 to 49,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,St Lawrence-East Bayfront-The Islands,D51
8/24/2007 8:00:00 AM,1815,COMBERMERE DR,RAYOAK DR,Local,North York,43.759545,-79.31809,Unknown,Stop Sign,Clear,Daylight,Dry,0,Cyclist Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Fenside-Parkwoods,D33
1/9/2006 10:00:00 AM,1820,FINCH AVE E,MIDDLEFIELD RD,Major Arterial,Scarborough,43.809817,-79.257663,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,55 to 59,East,Turning Right,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Agincourt North,D42
9/12/2017 8:00:00 AM,1426,BIRCHMOUNT RD,WINTERMUTE BLVD,Major Arterial,Scarborough,43.817134,-79.314929,Non Intersection,No Control,Clear,Daylight,Dry,0,Approaching,Driver,60 to 64,North,Going Ahead,Lost control,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Steeles,D42
3/11/2015 8:00:00 AM,1240,3157 BAYVIEW AVE,Unknown,Major Arterial,North York,43.782801,-79.391643,Intersection Related,No Control,Clear,Daylight,Dry,0,Rear End,Driver,75 to 79,North,Slowing or Stopping,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Bayview Village,D33
6/13/2006 8:00:00 AM,858,LAKE SHORE BLVD W,JAMESON AVE,Major Arterial,Toronto and East York,43.633345,-79.43459,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Passenger,40 to 44,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,South Parkdale,D14
2/15/2013 10:00:00 AM,2103,CASTLEFIELD AVE,ROSELAWN AVE,Collector,North York,43.700545,-79.44969,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,50 to 54,North,Unknown,Unknown,Unknown,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,Unknown,Yes,No,Briar Hill-Belgravia,D13
