DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,PEDESTRIAN,SPEEDING,NEIGHBOURHOOD_158,DIVISION
10/20/2015 8:00:00 AM,923,1245 DUPONT ST,Unknown,Major Arterial,Toronto and East York,43.668135,-79.441852,Non Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,20 to 24,East,Changing Lanes,Improper Lane Change,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Junction-Wallace Emerson,D11
4/28/2012 8:00:00 AM,2108,ELLESMERE RD,MCCOWAN RD,Major Arterial,Scarborough,43.772145,-79.25149,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,40 to 44,Unknown,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,Unknown,Yes,No,Woburn North,D43
10/31/2016 8:00:00 AM,2035,LAWRENCE AVE E,DON MILLS RD,Major Arterial,North York,43.73693,-79.344211,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,40 to 44,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Banbury-Don Mills,D33
11/7/2010 9:00:00 AM,15,AUGUSTA AVE,COLLEGE ST,Collector,Toronto and East York,43.656546,-79.402889,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,45 to 49,East,Unknown,Unknown,Unknown,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,Unknown,Yes,Yes,Kensington-Chinatown,D14
10/9/2006 8:00:00 AM,315,ALBION RD,CLAIREPORT CRES,Major Arterial,Etobicoke York,43.747445,-79.63419,Unknown,No Control,Clear,Dark,Dry,0,SMV Other,Driver,45 to 49,West,Going Ahead,Lost control,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,West Humber-Clairville,D23
8/17/2023 8:00:00 AM,2255,JANE ST,EXBURY RD,Major Arterial,North York,43.728415,-79.510494,Non Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Approaching,Driver,25 to 29,North,Other,Speed too Fast For Condition,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Oakdale-Beverley Heights,D31
6/12/2013 8:00:00 AM,1157,O CONNOR DR,RIVERCOURT BLVD,Major Arterial,Toronto and East York,43.693645,-79.34819,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Old East York,D55
11/14/2010 10:00:00 AM,330,SPADINA Rd,BLOOR St W,Major Arterial,Toronto and East York,43.666645,-79.40389,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,unknown,North,Going Ahead,Failed to Yield Right of Way,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,University,D14
4/3/2007 8:00:00 AM,1220,KINGSTON RD,EASTVILLE AVE,Major Arterial,Scarborough,43.721445,-79.23669,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,30 to 34,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Cliffcrest,D43
9/2/2023 8:00:00 AM,455,DANFORTH AV,WESTLAKE AV,Major Arterial,Toronto and East York,43.687632,-79.304286,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,0,Approaching,Driver,45 to 49,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,East End-Danforth,D55
8/7/2008 8:00:00 AM,316,ST CLARENS Aven,BLOOR Stre W,Major Arterial,Toronto and East York,43.658545,-79.44169,Unknown,Stop Sign,Clear,Dark,Dry,0,SMV Other,Passenger,unknown,Unknown,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Dufferin Grove,D11
9/5/2018 8:00:00 AM,2218,2592 FINCH AVE W,Unknown,Major Arterial,Etobicoke York,43.747855,-79.56158,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Angle,Driver,25 to 29,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Humbermede,D31
9/16/2009 8:00:00 AM,833,2680 KEELE ST,Unknown,Major Arterial,North York,43.724445,-79.48159,At Intersection,No Control,Clear,Daylight,Dry,0,Turning Movement,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Oakdale-Beverley Heights,D31
3/19/2010 8:00:00 AM,402,DON VALLEY PARKWAY  N,LEASIDE BDGE,Major Arterial,Toronto and East York,43.698045,-79.34969,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,25 to 29,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Old East York,D55
6/4/2013 8:00:00 AM,1120,THE QUEENSWAY,ATOMIC AVE,Major Arterial,Etobicoke York,43.617445,-79.54199,Unknown,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,65 to 69,East,Changing Lanes,Unknown,Unknown,Unknown,Unknown,Unknown,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,No,No,Etobicoke City Centre,D22
6/26/2015 8:00:00 AM,1652,SHEPPARD AVE E,SHAUGHNESSY BLVD,Major Arterial,North York,43.773719,-79.353313,Intersection Related,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,25 to 29,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Henry Farm,D33
10/29/2013 8:00:00 AM,1130,DUNDAS ST W,ROYAL YORK RD,Major Arterial,Etobicoke York,43.658003,-79.517085,Unknown,No Control,Clear,Daylight,Dry,0,SMV Other,Driver,80 to 84,West,Going Ahead,Lost control,Medical or Physical Disability,Unknown,Unknown,Unknown,Unknown,No,No,Kingsway South,D22
5/6/2016 8:00:00 AM,630,920 DANFORTH RD,Unknown,Major Arterial,Scarborough,43.729975,-79.251354,Intersection Related,No Control,Clear,Daylight,Dry,0,Approaching,Driver,25 to 29,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Kennedy Park,D41
6/21/2012 8:00:00 AM,2016,LANSDOWNE AVE,SEAFORTH AVE,Minor Arterial,Toronto and East York,43.643445,-79.43779,Unknown,No Control,Rain,"Dusk, artificial",Wet,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Roncesvalles,D11
11/6/2012 10:00:00 AM,1731,JARVIS ST,WELLESLEY ST E,Major Arterial,Toronto and East York,43.666245,-79.37829,At Intersection,Traffic Signal,Clear,Dusk,Dry,0,Pedestrian Collisions,Driver,65 to 69,North,Going Ahead,Disobeyed Traffic Control,Inattentive,Unknown,Unknown,Unknown,Unknown,Yes,No,Cabbagetown-South St.James Town,D51
6/7/2012 8:00:00 AM,2000,WALLACE AVE,PERTH AVE,Local,Toronto and East York,43.661045,-79.45059,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,0,Cyclist Collisions,Driver,unknown,North,Going Ahead,Failed to Yield Right of Way,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Junction-Wallace Emerson,D11
8/11/2019 8:00:00 AM,1505,JANE ST,BEVERLY HILLS DR,Major Arterial,Etobicoke York,43.719008,-79.508113,Intersection Related,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Passenger,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Oakdale-Beverley Heights,D31
4/18/2012 8:00:00 AM,1143,WESTON RD,DORA SPENCER RD,Minor Arterial,Etobicoke York,43.692045,-79.50279,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Passenger,50 to 54,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Mount Dennis,D12
9/25/2008 8:00:00 AM,2027,JARVIS ST,CARLTON ST,Major Arterial,Toronto and East York,43.664645,-79.377589,Unknown,No Control,Clear,Dark,Dry,0,Turning Movement,Driver,65 to 69,South,Making U Turn,Failed to Yield Right of Way,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,Cabbagetown-South St.James Town,D51
1/1/2010 10:00:00 AM,350,SPADINA AVE,WILLCOCKS ST,Major Arterial,Toronto and East York,43.661245,-79.40139,At Intersection,Traffic Signal,Clear,Dark,Wet,0,Sideswipe,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,University,D14
8/25/2023 8:00:00 AM,1757,KINGSTON RD,MANSE RD,Major Arterial,Scarborough,43.774863,-79.177943,Intersection Related,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Passenger,0 to 4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,West Hill,D43
10/21/2007 8:00:00 AM,235,215 CARLINGVIEW Driv,Unknown,Major Arterial,Etobicoke York,43.686145,-79.59529,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Passenger,unknown,Unknown,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,West Humber-Clairville,D23
2/3/2019 10:00:00 AM,255,KINGSTON RD,HUNT CLUB DR,Major Arterial,Scarborough,43.683486,-79.276981,Intersection Related,No Control,Rain,"Dark, artificial",Wet,0,Approaching,Driver,20 to 24,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Birchcliffe-Cliffside,D41
1/26/2018 10:00:00 AM,2055,TAPSCOTT RD,MCLEVIN AVE,Minor Arterial,Scarborough,43.804679,-79.22578,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Approaching,Driver,35 to 39,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Malvern West,D42
6/20/2019 8:00:00 AM,2204,ST CLAIR AVE E,BIRCHMOUNT RD,Major Arterial,Scarborough,43.714087,-79.271083,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,unknown,East,Turning Right,Failed to Yield Right of Way,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Clairlea-Birchmount,D41
2/13/2013 10:00:00 AM,1626,QUEEN ST W,AUGUSTA AVE,Major Arterial,Toronto and East York,43.648055,-79.399661,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,45 to 49,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Wellington Place,D14
8/22/2012 8:00:00 AM,750,STEELES AVE E,TAPSCOTT RD,Major Arterial,Scarborough,43.837245,-79.24849,Unknown,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Driver,55 to 59,East,Going Ahead,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,No,No,NSA,D42
3/14/2014 8:00:00 AM,2041,DANFORTH RD,TRUDELLE ST,Major Arterial,Scarborough,43.739905,-79.245532,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,30 to 34,West,Stopped,Driving Properly,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Eglinton East,D43
8/6/2008 8:00:00 AM,2210,ANCONA ST,FINCH AVE W,Major Arterial,North York,43.774545,-79.43879,At Intersection,Stop Sign,Clear,Dark,Dry,0,Cyclist Collisions,Driver,unknown,North,Turning Left,Improper Turn,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,Willowdale West,D32
6/23/2016 8:00:00 AM,1949,DUNDAS ST W,SHORNCLIFFE RD,Major Arterial,Etobicoke York,43.632106,-79.544688,At Intersection,Traffic Controller,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,65 to 69,South,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Etobicoke City Centre,D22
2/3/2006 10:00:00 AM,758,BIRCHMOUNT RD,L AMOREAUX DR,Major Arterial,Scarborough,43.800645,-79.30709,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Pedestrian,15 to 19,West,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,East L'Amoreaux,D42
7/8/2010 8:00:00 AM,1429,1048 BLOOR ST W,Unknown,Major Arterial,Toronto and East York,43.660545,-79.43229,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,20 to 24,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Dovercourt Village,D14
10/19/2012 8:00:00 AM,8,WILSON AVE,RIDGE RD,Major Arterial,North York,43.723945,-79.49419,Unknown,Traffic Signal,Clear,Dark,Wet,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Oakdale-Beverley Heights,D31
10/4/2015 8:00:00 AM,910,THE KINGSWAY,ANGLESEY BLVD,Collector,Etobicoke York,43.663966,-79.521785,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,30 to 34,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Edenbridge-Humber Valley,D22
10/19/2012 8:00:00 AM,1214,KING ST E,BERKELEY ST,Major Arterial,Toronto and East York,43.652145,-79.36439,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,45 to 49,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Moss Park,D51
1/6/2012 10:00:00 AM,2000,EGLINTON AVE E,BIMBROK RD,Major Arterial,Scarborough,43.736045,-79.25119,Unknown,No Control,Clear,Dark,Wet,0,Pedestrian Collisions,Pedestrian,35 to 39,Unknown,Unknown,Unknown,Unknown,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,Unknown,Yes,No,Eglinton East,D41
6/25/2019 8:00:00 AM,2002,MIDLAND AVE,MIDWEST RD,Major Arterial,Scarborough,43.75466,-79.266162,Non Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,40 to 44,North,Turning Left,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Bendale-Glen Andrew,D41
6/25/2019 8:00:00 AM,2002,MIDLAND AVE,MIDWEST RD,Major Arterial,Scarborough,43.75466,-79.266162,Non Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,20 to 24,North,Going Ahead,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Bendale-Glen Andrew,D41
3/17/2014 8:00:00 AM,700,711 KENNEDY RD,Unknown,Major Arterial,Scarborough,43.728591,-79.266422,Non Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,15 to 19,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Kennedy Park,D41
1/18/2007 10:00:00 AM,852,BLYTHWOOD RD,MOUNT PLEASANT RD,Collector,North York,43.717945,-79.39369,Unknown,No Control,Clear,Daylight,Dry,0,SMV Other,Passenger,30 to 34,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Mount Pleasant East,D53
8/3/2006 8:00:00 AM,122,F G GARDINER XY E  E,LAKESHORE W GARDINER RAMP E,Major Arterial,Toronto and East York,43.634145,-79.47169,Unknown,No Control,Rain,Dark,Wet,0,Pedestrian Collisions,Driver,20 to 24,East,Going Ahead,Lost control,"Ability Impaired, Alcohol",Unknown,Unknown,Unknown,Unknown,Yes,No,South Parkdale,D11
7/10/2017 8:00:00 AM,1250,DON MILLS RD,MCNICOLL AVE,Major Arterial,North York,43.799536,-79.354099,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Passenger,10 to 14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Hillcrest Village,D33
5/22/2018 8:00:00 AM,1325,4800 LESLIE ST,Unknown,Major Arterial,North York,43.779692,-79.365611,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,0,Pedestrian Collisions,Driver,70 to 74,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Don Valley Village,D33
9/20/2020 8:00:00 AM,1101,4400 DUFFERIN ST,STANSTEAD DR,Major Arterial,North York,43.76538,-79.466136,Intersection Related,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Passenger,45 to 49,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Bathurst Manor,D32
1/9/2012 10:00:00 AM,940,GOLDHAWK TRL,STRAWBERRY HILLS DR,Collector,Scarborough,43.828045,-79.28019,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Milliken,D42
10/1/2012 8:00:00 AM,1000,DON MILLS RD,THE DONWAY  E,Major Arterial,North York,43.732245,-79.34209,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,60 to 64,North,Going Ahead,Disobeyed Traffic Control,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Banbury-Don Mills,D33
9/15/2011 8:00:00 AM,1804,FINCH AVE E,SKYMARK DR,Major Arterial,North York,43.79309,-79.352252,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Don Valley Village,D33
2/8/2014 10:00:00 AM,241,QUEEN ST W,LISGAR ST,Major Arterial,Toronto and East York,43.643557,-79.421954,Non Intersection,No Control,Clear,"Dark, artificial",Slush,0,Pedestrian Collisions,Other,unknown,Unknown,Parked,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,West Queen West,D14
4/30/2009 8:00:00 AM,33,SHEPPARD AVE E,MORNINGSIDE AVE,Major Arterial,Scarborough,43.801945,-79.19979,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,North,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Malvern East,D42
7/27/2013 8:00:00 AM,257,HIGHWAY 27  N,STEELES AVE W,Major Arterial,Etobicoke York,43.755446,-79.61407,Unknown,Traffic Signal,Clear,Dark,Dry,0,Angle,Driver,30 to 34,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,West Humber-Clairville,D23
4/3/2010 8:00:00 AM,159,ALBION Rd,HIGHWAY 27  N,Major Arterial,Etobicoke York,43.744245,-79.60749,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Rear End,Driver,25 to 29,West,Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",Unknown,Unknown,Unknown,Unknown,No,Yes,West Humber-Clairville,D23
8/5/2019 8:00:00 AM,41,PARLIAMENT ST,SHUTER ST,Minor Arterial,Toronto and East York,43.656871,-79.364963,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Angle,Driver,20 to 24,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Regent Park,D51
7/18/2017 8:00:00 AM,2115,BATHURST ST,BRENTHALL AVE,Major Arterial,North York,43.774478,-79.443141,At Intersection,Stop Sign,Clear,"Daylight, artificial",Dry,0,Turning Movement,Driver,unknown,West,Turning Left,Improper Turn,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Newtonbrook West,D32
11/17/2007 10:00:00 AM,205,ROMAC DR,CAMOR CRT,Local,Scarborough,43.787645,-79.17039,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,unknown,North,Other,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Highland Creek,D43
12/15/2011 10:00:00 AM,1503,FAIRVIEW MALL DR,GODSTONE RD,Minor Arterial,North York,43.779645,-79.34569,Unknown,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Truck Driver,60 to 64,South,Turning Left,Failed to Yield Right of Way,Inattentive,Unknown,Unknown,Unknown,Unknown,Yes,No,Don Valley Village,D33
8/7/2011 8:00:00 AM,137,BLACK CREEK DR,PHOTOGRAPHY DR W,Major Arterial,Etobicoke York,43.687845,-79.48269,At Intersection,No Control,Clear,Dark,Dry,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Keelesdale-Eglinton West,D12
11/28/2013 10:00:00 AM,1423,295 THE WEST MALL,Unknown,Minor Arterial,Etobicoke York,43.6351,-79.561916,Non Intersection,No Control,Clear,Daylight,Dry,0,SMV Other,Driver,80 to 84,North,Going Ahead,Lost control,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Markland Wood,D22
1/7/2021 10:00:00 AM,1610,1582 KING ST W,Unknown,Major Arterial,Toronto and East York,43.638014,-79.444782,Non Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,30 to 34,South,Unknown,Unknown,Unknown,Pedestrian hit at mid-block,Running onto Roadway,"Ability Impaired, Drugs",Unknown,Yes,No,South Parkdale,D14
7/19/2019 8:00:00 AM,1924,FINCH AVE W,JANE ST,Major Arterial,Etobicoke York,43.757003,-79.519115,At/Near Private Drive,No Control,Clear,Daylight,Dry,0,Turning Movement,Passenger,50 to 54,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Glenfield-Jane Heights,D31
6/3/2019 8:00:00 AM,1624,STEELES  AVE E,BESTVIEW  DR,Major Arterial,North York,43.806021,-79.38335,Intersection Related,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Passenger,5 to 9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Bayview Woods-Steeles,D33
7/25/2009 8:00:00 AM,351,JANE ST,GORDON MACKAY RD,Major Arterial,Etobicoke York,43.717045,-79.50769,Unknown,No Control,Clear,Dark,Dry,0,Approaching,Passenger,15 to 19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Pelmo Park-Humberlea,D12
1/22/2011 10:00:00 AM,319,F G GARDINER XY Expr E,JAMESON AVE,Unknown,Toronto and East York,43.632445,-79.43279,Unknown,No Control,Clear,Dark,Dry,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,South Parkdale,D14
8/15/2017 8:00:00 AM,1700,FAYWOOD  BLVD,WILSON AVE,Major Arterial,North York,43.734683,-79.446399,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Driver,30 to 34,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Clanton Park,D32
8/17/2023 8:00:00 AM,2255,JANE ST,EXBURY RD,Major Arterial,North York,43.728415,-79.510494,Non Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Approaching,Driver,30 to 34,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Oakdale-Beverley Heights,D31
6/24/2018 8:00:00 AM,1740,WELLINGTON ST E,YONGE ST,Major Arterial,Toronto and East York,43.647772,-79.37733,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,0,Pedestrian Collisions,Driver,30 to 34,North,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Downtown Yonge East,D51
4/2/2011 8:00:00 AM,2210,LAWRENCE AVE W,VARNA DR,Major Arterial,North York,43.717445,-79.43769,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Englemount-Lawrence,D13
9/4/2016 8:00:00 AM,1400,GERRARD ST E,RIVER ST,Minor Arterial,Toronto and East York,43.663905,-79.358226,Non Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Passenger,20 to 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Regent Park,D51
10/8/2010 8:00:00 AM,2255,ST CLAIR AVE E,AVOCA AVE,Major Arterial,Toronto and East York,43.688945,-79.38989,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Rear End,Driver,40 to 44,East,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Rosedale-Moore Park,D53
8/24/2006 8:00:00 AM,2130,MCCOWAN RD,STEELES AVE E,Major Arterial,Scarborough,43.831045,-79.27519,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,unknown,South,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Milliken,D42
6/29/2017 8:00:00 AM,1808,THE WEST MALL,CAMBRIAN RD,Minor Arterial,Etobicoke York,43.651934,-79.570628,Non Intersection,No Control,Clear,Daylight,Dry,0,Angle,Passenger,15 to 19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Etobicoke West Mall,D22
8/7/2008 8:00:00 AM,316,ST CLARENS Aven,BLOOR Stre W,Major Arterial,Toronto and East York,43.658545,-79.44169,Unknown,Stop Sign,Clear,Dark,Dry,0,SMV Other,Driver,unknown,North,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Dufferin Grove,D11
12/17/2006 10:00:00 AM,1355,WILSON AVE,ELROSE AVE,Major Arterial,Etobicoke York,43.717445,-79.52409,Unknown,No Control,Clear,Daylight,Dry,0,Turning Movement,Passenger,35 to 39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Oakdale-Beverley Heights,D31
5/29/2009 8:00:00 AM,2110,DANFORTH Road,ST CLAIR Aven E,Major Arterial,Scarborough,43.716845,-79.25989,At Intersection,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,55 to 59,North,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Unknown,Yes,No,Clairlea-Birchmount,D41
6/7/2018 8:00:00 AM,2128,BLACKTHORN AVE,ST CLAIR AVE W,Local,Etobicoke York,43.674731,-79.458789,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Cyclist Collisions,Cyclist,55 to 59,North,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,Motorist turned left across cyclists path.,No,No,Weston-Pelham Park,D12
4/10/2009 8:00:00 AM,910,DOVERCOURT RD,BLOOR ST W,Major Arterial,Toronto and East York,43.661145,-79.42939,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,75 to 79,North,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Palmerston-Little Italy,D14
